Group,Opt. Flag,NThreads,Loop,BCO,Identifier,Metric,Sum,Min,Max,Avg,
L3,O0,4,jik,64,L3_O0_P4_jik_bco_64,Runtime (RDTSC) [s] STAT,325.1888,81.2972,81.2972,81.2972,
L3,O3,4,ikj,1024,L3_O3_P4_ikj_bco_1024,Runtime (RDTSC) [s] STAT,16.6240,4.1560,4.1560,4.1560,
L3,O3,4,ijk,16,L3_O3_P4_ijk_bco_16,Runtime (RDTSC) [s] STAT,946.5280,236.6320,236.6320,236.6320,
L3,O3,4,jik,1024,L3_O3_P4_jik_bco_1024,Runtime (RDTSC) [s] STAT,44.6028,11.1507,11.1507,11.1507,
L3,O3,4,jik,0,L3_O3_P4_jik,Runtime (RDTSC) [s] STAT,117.6324,29.4081,29.4081,29.4081,
L3,O3,4,ikj,32,L3_O3_P4_ikj_bco_32,Runtime (RDTSC) [s] STAT,481.6904,120.4226,120.4226,120.4226,
L3,O3,4,ikj,64,L3_O3_P4_ikj_bco_64,Runtime (RDTSC) [s] STAT,232.9588,58.2397,58.2397,58.2397,
L3,O3,4,kji,512,L3_O3_P4_kji_bco_512,Runtime (RDTSC) [s] STAT,79.1436,19.7859,19.7859,19.7859,
L3,O3,4,jik,2048,L3_O3_P4_jik_bco_2048,Runtime (RDTSC) [s] STAT,112.2252,28.0563,28.0563,28.0563,
L3,O3,4,kji,128,L3_O3_P4_kji_bco_128,Runtime (RDTSC) [s] STAT,117.1808,29.2952,29.2952,29.2952,
L3,O3,4,ijk,256,L3_O3_P4_ijk_bco_256,Runtime (RDTSC) [s] STAT,73.0840,18.2710,18.2710,18.2710,
L3,O3,4,jki,16,L3_O3_P4_jki_bco_16,Runtime (RDTSC) [s] STAT,990.9076,247.7269,247.7269,247.7269,
L3,O3,4,jik,16,L3_O3_P4_jik_bco_16,Runtime (RDTSC) [s] STAT,948.3788,237.0947,237.0947,237.0947,
L3,O3,4,ijk,128,L3_O3_P4_ijk_bco_128,Runtime (RDTSC) [s] STAT,130.8536,32.7134,32.7134,32.7134,
L3,O3,4,kij,128,L3_O3_P4_kij_bco_128,Runtime (RDTSC) [s] STAT,118.8596,29.7149,29.7149,29.7149,
L3,O3,4,jik,512,L3_O3_P4_jik_bco_512,Runtime (RDTSC) [s] STAT,45.5124,11.3781,11.3781,11.3781,
L3,O3,4,jki,2048,L3_O3_P4_jki_bco_2048,Runtime (RDTSC) [s] STAT,251.9772,62.9943,62.9943,62.9943,
L3,O3,4,ikj,256,L3_O3_P4_ikj_bco_256,Runtime (RDTSC) [s] STAT,60.4244,15.1061,15.1061,15.1061,
L3,O3,4,kji,16,L3_O3_P4_kji_bco_16,Runtime (RDTSC) [s] STAT,995.8588,248.9647,248.9647,248.9647,
L3,O3,4,kij,64,L3_O3_P4_kij_bco_64,Runtime (RDTSC) [s] STAT,237.4864,59.3716,59.3716,59.3716,
L3,O3,4,kij,0,L3_O3_P4_kij,Runtime (RDTSC) [s] STAT,21.4316,5.3579,5.3579,5.3579,
L3,O3,4,jki,1024,L3_O3_P4_jki_bco_1024,Runtime (RDTSC) [s] STAT,144.1532,36.0383,36.0383,36.0383,
L3,O3,4,ijk,2048,L3_O3_P4_ijk_bco_2048,Runtime (RDTSC) [s] STAT,99.0432,24.7608,24.7608,24.7608,
L3,O3,4,ijk,64,L3_O3_P4_ijk_bco_64,Runtime (RDTSC) [s] STAT,240.3832,60.0958,60.0958,60.0958,
L3,O3,4,ikj,512,L3_O3_P4_ikj_bco_512,Runtime (RDTSC) [s] STAT,31.1844,7.7961,7.7961,7.7961,
L3,O3,4,kji,32,L3_O3_P4_kji_bco_32,Runtime (RDTSC) [s] STAT,470.9228,117.7307,117.7307,117.7307,
L3,O3,4,ikj,128,L3_O3_P4_ikj_bco_128,Runtime (RDTSC) [s] STAT,122.3860,30.5965,30.5965,30.5965,
L3,O3,4,kij,32,L3_O3_P4_kij_bco_32,Runtime (RDTSC) [s] STAT,483.7616,120.9404,120.9404,120.9404,
L3,O3,4,jki,0,L3_O3_P4_jki,Runtime (RDTSC) [s] STAT,251.9860,62.9965,62.9965,62.9965,
L3,O3,4,kji,0,L3_O3_P4_kji,Runtime (RDTSC) [s] STAT,259.2380,64.8095,64.8095,64.8095,
L3,O3,4,jki,256,L3_O3_P4_jki_bco_256,Runtime (RDTSC) [s] STAT,79.4532,19.8633,19.8633,19.8633,
L3,O3,4,jik,32,L3_O3_P4_jik_bco_32,Runtime (RDTSC) [s] STAT,472.7300,118.1825,118.1825,118.1825,
L3,O3,4,ikj,16,L3_O3_P4_ikj_bco_16,Runtime (RDTSC) [s] STAT,940.3080,235.0770,235.0770,235.0770,
L3,O3,4,jki,512,L3_O3_P4_jki_bco_512,Runtime (RDTSC) [s] STAT,78.5848,19.6462,19.6462,19.6462,
L3,O3,4,kji,256,L3_O3_P4_kji_bco_256,Runtime (RDTSC) [s] STAT,95.5656,23.8914,23.8914,23.8914,
L3,O3,4,jki,64,L3_O3_P4_jki_bco_64,Runtime (RDTSC) [s] STAT,243.4584,60.8646,60.8646,60.8646,
L3,O3,4,kij,256,L3_O3_P4_kij_bco_256,Runtime (RDTSC) [s] STAT,61.8476,15.4619,15.4619,15.4619,
L3,O3,4,ikj,2048,L3_O3_P4_ikj_bco_2048,Runtime (RDTSC) [s] STAT,10.9108,2.7277,2.7277,2.7277,
L3,O3,4,ijk,0,L3_O3_P4_ijk,Runtime (RDTSC) [s] STAT,108.1664,27.0416,27.0416,27.0416,
L3,O3,4,jki,32,L3_O3_P4_jki_bco_32,Runtime (RDTSC) [s] STAT,472.3800,118.0950,118.0950,118.0950,
L3,O3,4,jki,128,L3_O3_P4_jki_bco_128,Runtime (RDTSC) [s] STAT,140.5576,35.1394,35.1394,35.1394,
L3,O3,4,kji,64,L3_O3_P4_kji_bco_64,Runtime (RDTSC) [s] STAT,240.6456,60.1614,60.1614,60.1614,
L3,O3,4,jik,128,L3_O3_P4_jik_bco_128,Runtime (RDTSC) [s] STAT,127.6560,31.9140,31.9140,31.9140,
L3,O3,4,kji,2048,L3_O3_P4_kji_bco_2048,Runtime (RDTSC) [s] STAT,324.9372,81.2343,81.2343,81.2343,
L3,O3,4,kij,16,L3_O3_P4_kij_bco_16,Runtime (RDTSC) [s] STAT,939.4608,234.8652,234.8652,234.8652,
L3,O3,4,kij,2048,L3_O3_P4_kij_bco_2048,Runtime (RDTSC) [s] STAT,19.9884,4.9971,4.9971,4.9971,
L3,O3,4,ijk,512,L3_O3_P4_ijk_bco_512,Runtime (RDTSC) [s] STAT,45.0424,11.2606,11.2606,11.2606,
L3,O3,4,kij,1024,L3_O3_P4_kij_bco_1024,Runtime (RDTSC) [s] STAT,28.4820,7.1205,7.1205,7.1205,
L3,O3,4,jik,256,L3_O3_P4_jik_bco_256,Runtime (RDTSC) [s] STAT,59.3692,14.8423,14.8423,14.8423,
L3,O3,4,ijk,32,L3_O3_P4_ijk_bco_32,Runtime (RDTSC) [s] STAT,386.0084,96.5021,96.5021,96.5021,
L3,O3,4,kij,512,L3_O3_P4_kij_bco_512,Runtime (RDTSC) [s] STAT,32.4288,8.1072,8.1072,8.1072,
L3,O3,4,kji,1024,L3_O3_P4_kji_bco_1024,Runtime (RDTSC) [s] STAT,148.7488,37.1872,37.1872,37.1872,
L3,O3,4,ikj,0,L3_O3_P4_ikj,Runtime (RDTSC) [s] STAT,10.8164,2.7041,2.7041,2.7041,
L3,O3,4,ijk,1024,L3_O3_P4_ijk_bco_1024,Runtime (RDTSC) [s] STAT,45.6284,11.4071,11.4071,11.4071,
L3,O3,4,jik,64,L3_O3_P4_jik_bco_64,Runtime (RDTSC) [s] STAT,240.4024,60.1006,60.1006,60.1006,
L3,O2,4,ikj,1024,L3_O2_P4_ikj_bco_1024,Runtime (RDTSC) [s] STAT,21.4728,5.3682,5.3682,5.3682,
L3,O2,4,ijk,16,L3_O2_P4_ijk_bco_16,Runtime (RDTSC) [s] STAT,993.5016,248.3754,248.3754,248.3754,
L3,O2,4,jik,1024,L3_O2_P4_jik_bco_1024,Runtime (RDTSC) [s] STAT,41.3104,10.3276,10.3276,10.3276,
L3,O2,4,jik,0,L3_O2_P4_jik,Runtime (RDTSC) [s] STAT,120.6056,30.1514,30.1514,30.1514,
L3,O2,4,ikj,32,L3_O2_P4_ikj_bco_32,Runtime (RDTSC) [s] STAT,474.0892,118.5223,118.5223,118.5223,
L3,O2,4,ikj,64,L3_O2_P4_ikj_bco_64,Runtime (RDTSC) [s] STAT,193.0136,48.2534,48.2534,48.2534,
L3,O2,4,kji,512,L3_O2_P4_kji_bco_512,Runtime (RDTSC) [s] STAT,79.1544,19.7886,19.7886,19.7886,
L3,O2,4,jik,2048,L3_O2_P4_jik_bco_2048,Runtime (RDTSC) [s] STAT,104.7948,26.1987,26.1987,26.1987,
L3,O2,4,kji,128,L3_O2_P4_kji_bco_128,Runtime (RDTSC) [s] STAT,140.8164,35.2041,35.2041,35.2041,
L3,O2,4,ijk,256,L3_O2_P4_ijk_bco_256,Runtime (RDTSC) [s] STAT,70.5340,17.6335,17.6335,17.6335,
L3,O2,4,jki,16,L3_O2_P4_jki_bco_16,Runtime (RDTSC) [s] STAT,944.1312,236.0328,236.0328,236.0328,
L3,O2,4,jik,16,L3_O2_P4_jik_bco_16,Runtime (RDTSC) [s] STAT,998.4292,249.6073,249.6073,249.6073,
L3,O2,4,ijk,128,L3_O2_P4_ijk_bco_128,Runtime (RDTSC) [s] STAT,131.1944,32.7986,32.7986,32.7986,
L3,O2,4,kij,128,L3_O2_P4_kij_bco_128,Runtime (RDTSC) [s] STAT,126.2060,31.5515,31.5515,31.5515,
L3,O2,4,jik,512,L3_O2_P4_jik_bco_512,Runtime (RDTSC) [s] STAT,44.2872,11.0718,11.0718,11.0718,
L3,O2,4,jki,2048,L3_O2_P4_jki_bco_2048,Runtime (RDTSC) [s] STAT,255.5876,63.8969,63.8969,63.8969,
L3,O2,4,ikj,256,L3_O2_P4_ikj_bco_256,Runtime (RDTSC) [s] STAT,65.4796,16.3699,16.3699,16.3699,
L3,O2,4,kji,16,L3_O2_P4_kji_bco_16,Runtime (RDTSC) [s] STAT,938.9368,234.7342,234.7342,234.7342,
L3,O2,4,kij,64,L3_O2_P4_kij_bco_64,Runtime (RDTSC) [s] STAT,193.0504,48.2626,48.2626,48.2626,
L3,O2,4,kij,0,L3_O2_P4_kij,Runtime (RDTSC) [s] STAT,21.4968,5.3742,5.3742,5.3742,
L3,O2,4,jki,1024,L3_O2_P4_jki_bco_1024,Runtime (RDTSC) [s] STAT,145.0848,36.2712,36.2712,36.2712,
L3,O2,4,ijk,2048,L3_O2_P4_ijk_bco_2048,Runtime (RDTSC) [s] STAT,99.1200,24.7800,24.7800,24.7800,
L3,O2,4,ijk,64,L3_O2_P4_ijk_bco_64,Runtime (RDTSC) [s] STAT,195.8072,48.9518,48.9518,48.9518,
L3,O2,4,ikj,512,L3_O2_P4_ikj_bco_512,Runtime (RDTSC) [s] STAT,35.7692,8.9423,8.9423,8.9423,
L3,O2,4,kji,32,L3_O2_P4_kji_bco_32,Runtime (RDTSC) [s] STAT,387.8572,96.9643,96.9643,96.9643,
L3,O2,4,ikj,128,L3_O2_P4_ikj_bco_128,Runtime (RDTSC) [s] STAT,123.1992,30.7998,30.7998,30.7998,
L3,O2,4,kij,32,L3_O2_P4_kij_bco_32,Runtime (RDTSC) [s] STAT,472.3640,118.0910,118.0910,118.0910,
L3,O2,4,jki,0,L3_O2_P4_jki,Runtime (RDTSC) [s] STAT,265.4320,66.3580,66.3580,66.3580,
L3,O2,4,kji,0,L3_O2_P4_kji,Runtime (RDTSC) [s] STAT,260.3956,65.0989,65.0989,65.0989,
L3,O2,4,jki,256,L3_O2_P4_jki_bco_256,Runtime (RDTSC) [s] STAT,94.3584,23.5896,23.5896,23.5896,
L3,O2,4,jik,32,L3_O2_P4_jik_bco_32,Runtime (RDTSC) [s] STAT,491.9632,122.9908,122.9908,122.9908,
L3,O2,4,ikj,16,L3_O2_P4_ikj_bco_16,Runtime (RDTSC) [s] STAT,997.4976,249.3744,249.3744,249.3744,
L3,O2,4,jki,512,L3_O2_P4_jki_bco_512,Runtime (RDTSC) [s] STAT,77.6524,19.4131,19.4131,19.4131,
L3,O2,4,kji,256,L3_O2_P4_kji_bco_256,Runtime (RDTSC) [s] STAT,93.5676,23.3919,23.3919,23.3919,
L3,O2,4,jki,64,L3_O2_P4_jki_bco_64,Runtime (RDTSC) [s] STAT,244.0652,61.0163,61.0163,61.0163,
L3,O2,4,kij,256,L3_O2_P4_kij_bco_256,Runtime (RDTSC) [s] STAT,65.8056,16.4514,16.4514,16.4514,
L3,O2,4,ikj,2048,L3_O2_P4_ikj_bco_2048,Runtime (RDTSC) [s] STAT,14.5744,3.6436,3.6436,3.6436,
L3,O2,4,ijk,0,L3_O2_P4_ijk,Runtime (RDTSC) [s] STAT,106.1128,26.5282,26.5282,26.5282,
L3,O2,4,jki,32,L3_O2_P4_jki_bco_32,Runtime (RDTSC) [s] STAT,488.3912,122.0978,122.0978,122.0978,
L3,O2,4,jki,128,L3_O2_P4_jki_bco_128,Runtime (RDTSC) [s] STAT,138.0692,34.5173,34.5173,34.5173,
L3,O2,4,kji,64,L3_O2_P4_kji_bco_64,Runtime (RDTSC) [s] STAT,246.6916,61.6729,61.6729,61.6729,
L3,O2,4,jik,128,L3_O2_P4_jik_bco_128,Runtime (RDTSC) [s] STAT,131.5908,32.8977,32.8977,32.8977,
L3,O2,4,kji,2048,L3_O2_P4_kji_bco_2048,Runtime (RDTSC) [s] STAT,285.0172,71.2543,71.2543,71.2543,
L3,O2,4,kij,16,L3_O2_P4_kij_bco_16,Runtime (RDTSC) [s] STAT,1002.9612,250.7403,250.7403,250.7403,
L3,O2,4,kij,2048,L3_O2_P4_kij_bco_2048,Runtime (RDTSC) [s] STAT,21.4552,5.3638,5.3638,5.3638,
L3,O2,4,ijk,512,L3_O2_P4_ijk_bco_512,Runtime (RDTSC) [s] STAT,45.1748,11.2937,11.2937,11.2937,
L3,O2,4,kij,1024,L3_O2_P4_kij_bco_1024,Runtime (RDTSC) [s] STAT,26.7036,6.6759,6.6759,6.6759,
L3,O2,4,jik,256,L3_O2_P4_jik_bco_256,Runtime (RDTSC) [s] STAT,57.1492,14.2873,14.2873,14.2873,
L3,O2,4,ijk,32,L3_O2_P4_ijk_bco_32,Runtime (RDTSC) [s] STAT,475.4676,118.8669,118.8669,118.8669,
L3,O2,4,kij,512,L3_O2_P4_kij_bco_512,Runtime (RDTSC) [s] STAT,35.7908,8.9477,8.9477,8.9477,
L3,O2,4,kji,1024,L3_O2_P4_kji_bco_1024,Runtime (RDTSC) [s] STAT,151.0272,37.7568,37.7568,37.7568,
L3,O2,4,ikj,0,L3_O2_P4_ikj,Runtime (RDTSC) [s] STAT,14.5576,3.6394,3.6394,3.6394,
L3,O2,4,ijk,1024,L3_O2_P4_ijk_bco_1024,Runtime (RDTSC) [s] STAT,41.8660,10.4665,10.4665,10.4665,
L3,O2,4,jik,64,L3_O2_P4_jik_bco_64,Runtime (RDTSC) [s] STAT,247.1736,61.7934,61.7934,61.7934,
L3,O1,4,ikj,1024,L3_O1_P4_ikj_bco_1024,Runtime (RDTSC) [s] STAT,23.4292,5.8573,5.8573,5.8573,
L3,O1,4,ijk,16,L3_O1_P4_ijk_bco_16,Runtime (RDTSC) [s] STAT,1006.4996,251.6249,251.6249,251.6249,
L3,O1,4,jik,1024,L3_O1_P4_jik_bco_1024,Runtime (RDTSC) [s] STAT,43.9804,10.9951,10.9951,10.9951,
L3,O1,4,jik,0,L3_O1_P4_jik,Runtime (RDTSC) [s] STAT,126.5856,31.6464,31.6464,31.6464,
L3,O1,4,ikj,32,L3_O1_P4_ikj_bco_32,Runtime (RDTSC) [s] STAT,462.4792,115.6198,115.6198,115.6198,
L3,O1,4,ikj,64,L3_O1_P4_ikj_bco_64,Runtime (RDTSC) [s] STAT,246.2972,61.5743,61.5743,61.5743,
L3,O1,4,kji,512,L3_O1_P4_kji_bco_512,Runtime (RDTSC) [s] STAT,70.3364,17.5841,17.5841,17.5841,
L3,O1,4,jik,2048,L3_O1_P4_jik_bco_2048,Runtime (RDTSC) [s] STAT,104.9208,26.2302,26.2302,26.2302,
L3,O1,4,kji,128,L3_O1_P4_kji_bco_128,Runtime (RDTSC) [s] STAT,139.8404,34.9601,34.9601,34.9601,
L3,O1,4,ijk,256,L3_O1_P4_ijk_bco_256,Runtime (RDTSC) [s] STAT,81.9332,20.4833,20.4833,20.4833,
L3,O1,4,jki,16,L3_O1_P4_jki_bco_16,Runtime (RDTSC) [s] STAT,1013.0388,253.2597,253.2597,253.2597,
L3,O1,4,jik,16,L3_O1_P4_jik_bco_16,Runtime (RDTSC) [s] STAT,811.6008,202.9002,202.9002,202.9002,
L3,O1,4,ijk,128,L3_O1_P4_ijk_bco_128,Runtime (RDTSC) [s] STAT,140.1784,35.0446,35.0446,35.0446,
L3,O1,4,kij,128,L3_O1_P4_kij_bco_128,Runtime (RDTSC) [s] STAT,127.1928,31.7982,31.7982,31.7982,
L3,O1,4,jik,512,L3_O1_P4_jik_bco_512,Runtime (RDTSC) [s] STAT,53.7876,13.4469,13.4469,13.4469,
L3,O1,4,jki,2048,L3_O1_P4_jki_bco_2048,Runtime (RDTSC) [s] STAT,252.9232,63.2308,63.2308,63.2308,
L3,O1,4,ikj,256,L3_O1_P4_ikj_bco_256,Runtime (RDTSC) [s] STAT,66.6756,16.6689,16.6689,16.6689,
L3,O1,4,kji,16,L3_O1_P4_kji_bco_16,Runtime (RDTSC) [s] STAT,1001.8740,250.4685,250.4685,250.4685,
L3,O1,4,kij,64,L3_O1_P4_kij_bco_64,Runtime (RDTSC) [s] STAT,196.6380,49.1595,49.1595,49.1595,
L3,O1,4,kij,0,L3_O1_P4_kij,Runtime (RDTSC) [s] STAT,19.7468,4.9367,4.9367,4.9367,
L3,O1,4,jki,1024,L3_O1_P4_jki_bco_1024,Runtime (RDTSC) [s] STAT,150.4256,37.6064,37.6064,37.6064,
L3,O1,4,ijk,2048,L3_O1_P4_ijk_bco_2048,Runtime (RDTSC) [s] STAT,102.3656,25.5914,25.5914,25.5914,
L3,O1,4,ijk,64,L3_O1_P4_ijk_bco_64,Runtime (RDTSC) [s] STAT,206.3584,51.5896,51.5896,51.5896,
L3,O1,4,ikj,512,L3_O1_P4_ikj_bco_512,Runtime (RDTSC) [s] STAT,32.8472,8.2118,8.2118,8.2118,
L3,O1,4,kji,32,L3_O1_P4_kji_bco_32,Runtime (RDTSC) [s] STAT,494.7764,123.6941,123.6941,123.6941,
L3,O1,4,ikj,128,L3_O1_P4_ikj_bco_128,Runtime (RDTSC) [s] STAT,104.1452,26.0363,26.0363,26.0363,
L3,O1,4,kij,32,L3_O1_P4_kij_bco_32,Runtime (RDTSC) [s] STAT,389.4572,97.3643,97.3643,97.3643,
L3,O1,4,jki,0,L3_O1_P4_jki,Runtime (RDTSC) [s] STAT,260.7308,65.1827,65.1827,65.1827,
L3,O1,4,kji,0,L3_O1_P4_kji,Runtime (RDTSC) [s] STAT,258.4124,64.6031,64.6031,64.6031,
L3,O1,4,jki,256,L3_O1_P4_jki_bco_256,Runtime (RDTSC) [s] STAT,94.0612,23.5153,23.5153,23.5153,
L3,O1,4,jik,32,L3_O1_P4_jik_bco_32,Runtime (RDTSC) [s] STAT,500.8996,125.2249,125.2249,125.2249,
L3,O1,4,ikj,16,L3_O1_P4_ikj_bco_16,Runtime (RDTSC) [s] STAT,993.8164,248.4541,248.4541,248.4541,
L3,O1,4,jki,512,L3_O1_P4_jki_bco_512,Runtime (RDTSC) [s] STAT,70.8356,17.7089,17.7089,17.7089,
L3,O1,4,kji,256,L3_O1_P4_kji_bco_256,Runtime (RDTSC) [s] STAT,93.1640,23.2910,23.2910,23.2910,
L3,O1,4,jki,64,L3_O1_P4_jki_bco_64,Runtime (RDTSC) [s] STAT,198.4948,49.6237,49.6237,49.6237,
L3,O1,4,kij,256,L3_O1_P4_kij_bco_256,Runtime (RDTSC) [s] STAT,67.6560,16.9140,16.9140,16.9140,
L3,O1,4,ikj,2048,L3_O1_P4_ikj_bco_2048,Runtime (RDTSC) [s] STAT,16.5824,4.1456,4.1456,4.1456,
L3,O1,4,ijk,0,L3_O1_P4_ijk,Runtime (RDTSC) [s] STAT,120.3320,30.0830,30.0830,30.0830,
L3,O1,4,jki,32,L3_O1_P4_jki_bco_32,Runtime (RDTSC) [s] STAT,391.8356,97.9589,97.9589,97.9589,
L3,O1,4,jki,128,L3_O1_P4_jki_bco_128,Runtime (RDTSC) [s] STAT,140.2656,35.0664,35.0664,35.0664,
L3,O1,4,kji,64,L3_O1_P4_kji_bco_64,Runtime (RDTSC) [s] STAT,248.5540,62.1385,62.1385,62.1385,
L3,O1,4,jik,128,L3_O1_P4_jik_bco_128,Runtime (RDTSC) [s] STAT,143.1812,35.7953,35.7953,35.7953,
L3,O1,4,kji,2048,L3_O1_P4_kji_bco_2048,Runtime (RDTSC) [s] STAT,343.8104,85.9526,85.9526,85.9526,
L3,O1,4,kij,16,L3_O1_P4_kij_bco_16,Runtime (RDTSC) [s] STAT,999.1200,249.7800,249.7800,249.7800,
L3,O1,4,kij,2048,L3_O1_P4_kij_bco_2048,Runtime (RDTSC) [s] STAT,21.6640,5.4160,5.4160,5.4160,
L3,O1,4,ijk,512,L3_O1_P4_ijk_bco_512,Runtime (RDTSC) [s] STAT,46.4860,11.6215,11.6215,11.6215,
L3,O1,4,kij,1024,L3_O1_P4_kij_bco_1024,Runtime (RDTSC) [s] STAT,25.5504,6.3876,6.3876,6.3876,
L3,O1,4,jik,256,L3_O1_P4_jik_bco_256,Runtime (RDTSC) [s] STAT,82.6756,20.6689,20.6689,20.6689,
L3,O1,4,ijk,32,L3_O1_P4_ijk_bco_32,Runtime (RDTSC) [s] STAT,500.0664,125.0166,125.0166,125.0166,
L3,O1,4,kij,512,L3_O1_P4_kij_bco_512,Runtime (RDTSC) [s] STAT,38.7092,9.6773,9.6773,9.6773,
L3,O1,4,kji,1024,L3_O1_P4_kji_bco_1024,Runtime (RDTSC) [s] STAT,156.2696,39.0674,39.0674,39.0674,
L3,O1,4,ikj,0,L3_O1_P4_ikj,Runtime (RDTSC) [s] STAT,16.9292,4.2323,4.2323,4.2323,
L3,O1,4,ijk,1024,L3_O1_P4_ijk_bco_1024,Runtime (RDTSC) [s] STAT,46.5924,11.6481,11.6481,11.6481,
L3,O1,4,jik,64,L3_O1_P4_jik_bco_64,Runtime (RDTSC) [s] STAT,258.4168,64.6042,64.6042,64.6042,
L3,O2,2,ikj,1024,L3_O2_P2_ikj_bco_1024,Runtime (RDTSC) [s] STAT,15.2828,3.8207,3.8207,3.8207,
L3,O2,2,ijk,16,L3_O2_P2_ijk_bco_16,Runtime (RDTSC) [s] STAT,238.0672,59.5168,59.5168,59.5168,
L3,O2,2,jik,1024,L3_O2_P2_jik_bco_1024,Runtime (RDTSC) [s] STAT,51.1688,12.7922,12.7922,12.7922,
L3,O2,2,jik,0,L3_O2_P2_jik,Runtime (RDTSC) [s] STAT,177.0832,44.2708,44.2708,44.2708,
L3,O2,2,ikj,32,L3_O2_P2_ikj_bco_32,Runtime (RDTSC) [s] STAT,112.2532,28.0633,28.0633,28.0633,
L3,O2,2,ikj,64,L3_O2_P2_ikj_bco_64,Runtime (RDTSC) [s] STAT,63.4704,15.8676,15.8676,15.8676,
L3,O2,2,kji,512,L3_O2_P2_kji_bco_512,Runtime (RDTSC) [s] STAT,102.0860,25.5215,25.5215,25.5215,
L3,O2,2,jik,2048,L3_O2_P2_jik_bco_2048,Runtime (RDTSC) [s] STAT,167.0692,41.7673,41.7673,41.7673,
L3,O2,2,kji,128,L3_O2_P2_kji_bco_128,Runtime (RDTSC) [s] STAT,71.3640,17.8410,17.8410,17.8410,
L3,O2,2,ijk,256,L3_O2_P2_ijk_bco_256,Runtime (RDTSC) [s] STAT,37.2936,9.3234,9.3234,9.3234,
L3,O2,2,jki,16,L3_O2_P2_jki_bco_16,Runtime (RDTSC) [s] STAT,243.1756,60.7939,60.7939,60.7939,
L3,O2,2,jik,16,L3_O2_P2_jik_bco_16,Runtime (RDTSC) [s] STAT,235.9052,58.9763,58.9763,58.9763,
L3,O2,2,ijk,128,L3_O2_P2_ijk_bco_128,Runtime (RDTSC) [s] STAT,50.9844,12.7461,12.7461,12.7461,
L3,O2,2,kij,128,L3_O2_P2_kij_bco_128,Runtime (RDTSC) [s] STAT,37.3892,9.3473,9.3473,9.3473,
L3,O2,2,jik,512,L3_O2_P2_jik_bco_512,Runtime (RDTSC) [s] STAT,37.0792,9.2698,9.2698,9.2698,
L3,O2,2,jki,2048,L3_O2_P2_jki_bco_2048,Runtime (RDTSC) [s] STAT,296.2320,74.0580,74.0580,74.0580,
L3,O2,2,ikj,256,L3_O2_P2_ikj_bco_256,Runtime (RDTSC) [s] STAT,24.5980,6.1495,6.1495,6.1495,
L3,O2,2,kji,16,L3_O2_P2_kji_bco_16,Runtime (RDTSC) [s] STAT,235.4996,58.8749,58.8749,58.8749,
L3,O2,2,kij,64,L3_O2_P2_kij_bco_64,Runtime (RDTSC) [s] STAT,68.3200,17.0800,17.0800,17.0800,
L3,O2,2,kij,0,L3_O2_P2_kij,Runtime (RDTSC) [s] STAT,15.8080,3.9520,3.9520,3.9520,
L3,O2,2,jki,1024,L3_O2_P2_jki_bco_1024,Runtime (RDTSC) [s] STAT,246.9996,61.7499,61.7499,61.7499,
L3,O2,2,ijk,2048,L3_O2_P2_ijk_bco_2048,Runtime (RDTSC) [s] STAT,160.3404,40.0851,40.0851,40.0851,
L3,O2,2,ijk,64,L3_O2_P2_ijk_bco_64,Runtime (RDTSC) [s] STAT,73.3376,18.3344,18.3344,18.3344,
L3,O2,2,ikj,512,L3_O2_P2_ikj_bco_512,Runtime (RDTSC) [s] STAT,19.8176,4.9544,4.9544,4.9544,
L3,O2,2,kji,32,L3_O2_P2_kji_bco_32,Runtime (RDTSC) [s] STAT,129.3164,32.3291,32.3291,32.3291,
L3,O2,2,ikj,128,L3_O2_P2_ikj_bco_128,Runtime (RDTSC) [s] STAT,41.1736,10.2934,10.2934,10.2934,
L3,O2,2,kij,32,L3_O2_P2_kij_bco_32,Runtime (RDTSC) [s] STAT,115.9436,28.9859,28.9859,28.9859,
L3,O2,2,jki,0,L3_O2_P2_jki,Runtime (RDTSC) [s] STAT,362.4036,90.6009,90.6009,90.6009,
L3,O2,2,kji,0,L3_O2_P2_kji,Runtime (RDTSC) [s] STAT,332.8400,83.2100,83.2100,83.2100,
L3,O2,2,jki,256,L3_O2_P2_jki_bco_256,Runtime (RDTSC) [s] STAT,76.4432,19.1108,19.1108,19.1108,
L3,O2,2,jik,32,L3_O2_P2_jik_bco_32,Runtime (RDTSC) [s] STAT,140.4936,35.1234,35.1234,35.1234,
L3,O2,2,ikj,16,L3_O2_P2_ikj_bco_16,Runtime (RDTSC) [s] STAT,194.0844,48.5211,48.5211,48.5211,
L3,O2,2,jki,512,L3_O2_P2_jki_bco_512,Runtime (RDTSC) [s] STAT,99.0924,24.7731,24.7731,24.7731,
L3,O2,2,kji,256,L3_O2_P2_kji_bco_256,Runtime (RDTSC) [s] STAT,74.5720,18.6430,18.6430,18.6430,
L3,O2,2,jki,64,L3_O2_P2_jki_bco_64,Runtime (RDTSC) [s] STAT,55.7204,13.9301,13.9301,13.9301,
L3,O2,2,kij,256,L3_O2_P2_kij_bco_256,Runtime (RDTSC) [s] STAT,25.5988,6.3997,6.3997,6.3997,
L3,O2,2,ikj,2048,L3_O2_P2_ikj_bco_2048,Runtime (RDTSC) [s] STAT,14.2648,3.5662,3.5662,3.5662,
